Kod 	Klartext
053001 	Krokek
053002 	Kvarsebo
053101 	Östra stenby
053102 	Konungsund
053103 	Dagsberg
053104 	Furingstad
053105 	Tåby
053106 	Kuddby
053107 	Å
053108 	Östra ny
053109 	Östra husby
053110 	Häradshammar
053111 	Jonsberg
053112 	Rönö
053201 	Östra ny
053202 	Östra husby
053203 	Häradshammar
053204 	Jonsberg
053205 	Rönö
053301 	Skällvik
053302 	Sankt anna
053303 	Börrum
053304 	Mogata
053401 	Västra husby
053402 	Gårdeby
053403 	Östra ryd
053501 	Ringarums kbfd
053502 	Gusums kbfd
053600 	Gryt
053601 	Gryt
056001 	Ekeby norra kbfd
056002 	Ekeby södra kbfd
056003 	Rinna
056004 	Åsbo
056005 	Blåvik
056006 	Malexander
056100 	Åtvid
056101 	Åtvid
056102 	Grebo
056103 	Värna
056104 	Björsäter
056105 	Yxnerum
056106 	Hannäs
056107 	Gärdserum
056200 	Risinge
056201 	Risinge
056202 	Hällestad
056203 	Regna
056204 	Skedevi
056300 	Valdemarsvik
056301 	Valdemarsvik
056302 	Ringarums kbfd
056303 	Gusums kbfd
056304 	Gryt
056305 	Tryserum
056306 	Östra ed
058001 	Linköpings domkyrkoför
058002 	Johannelund
058003 	Landeryd
058004 	Slaka
058005 	Kärna
058006 	Kaga
058007 	Ledberg
058008 	Vist
058009 	Vårdnäs
058010 	Skeda
058011 	Nykil
058012 	Ulrika
058013 	Gammalkil
058014 	Sjögestad
058015 	Västerlösa
058016 	Björkeberg
058017 	Rappestad
058018 	Vikingstad
058019 	Vreta kloster
058020 	Flistad
058021 	Ljung
058022 	Stjärnorp
058023 	Östra harg
058024 	Rystad
058025 	Törnevalla
058026 	Östra skrukeby
058027 	Lillkyrka
058028 	Gistad
058029 	Örtomta
058030 	Askeby
058031 	Bankekind
058032 	Vårdsberg
058033 	Berga
058034 	Johannelund
058101 	Sankt olai
058102 	Hedvig
058103 	Matteus
058104 	Östra eneby
058105 	Borg
058106 	Sankt johannes
058107 	Styrstad
058108 	Tingstad
058109 	Kullerstad
058110 	Vånga
058111 	Skärkind
058112 	Kimstad
058113 	Simonstorp
058114 	Kvillinge
058115 	Krokek
058116 	Kvarsebo
058117 	Östra stenby
058118 	Konungsund
058119 	Dagsberg
058120 	Furingstad
058121 	Tåby
058122 	Kuddby
058123 	Å
058124 	Östra ny
058125 	Östra husby
058126 	Häradshammar
058127 	Jonsberg
058128 	Rönö
058201 	Sankt laurentii
058202 	Drothem
058203 	Skönberga
058204 	Västra husby
058205 	Gårdeby
058206 	Östra ryd
058207 	Skällvik
058208 	Sankt anna
058209 	Börrum
058210 	Mogata
058301 	Motala
058302 	Motala
058303 	Västra ny
058304 	Godegård
058305 	Kristberg
058306 	Brunneby
058307 	Klockrike
058308 	Älvestad
058309 	Fornåsa
058310 	Lönsås
058311 	Ekebyborna
058312 	Ask
058313 	Vadstena
058314 	Strå
058315 	Nässja
058316 	Örberga
058317 	Herrestad
058318 	Källstad
058319 	Rogslösa
058320 	Väversunda
058321 	Hov
058322 	Tjällmo
058323 	Varv och styra
058324 	Västra stenby
058325 	Hagebyhöga
058326 	Fivelstad
058327 	Orlunda
058401 	Vadstena
058402 	Vadstena
058403 	Strå
058404 	Nässja
058405 	Örberga
058406 	Herrestad
058407 	Källstad
058408 	Rogslösa
058409 	Väversunda
058410 	Hov
058411 	Hagebyhöga
058412 	Orlunda
058501 	Skänninge
058502 	Bjälbo
058503 	Allhelgona
058504 	Järstad
058601 	Mjölby
058602 	Högby
058603 	Skänninge
058604 	Bjälbo
058605 	Allhelgona
058606 	Järstad
058607 	Normlösa
058608 	Vallerstad
058609 	Skeppsås
058610 	Appuna
058611 	Hogstad
058612 	Väderstad
058613 	Kumla
058614 	Västra harg
058615 	Sya
058616 	Östra tollstad
058617 	Viby
058618 	Veta
058619 	Herrberga
060101 	Bellö
060102 	Ingatorp
060201 	Hult
060202 	Edshult
060203 	Mellby
060204 	Höreda
060301 	Norra solberga
060302 	Flisby
060401 	Bälaryd
060402 	Bredestad
060403 	Askeryd
060404 	Marbäck
060405 	Frinnaryd
060406 	Lommaryd
060407 	Haurida
060408 	Vireda
060501 	Lommaryd
060502 	Haurida
060503 	Vireda
060601 	Adelöv
060602 	Linderås
060700 	Visingsö
060701 	Visingsö
060801 	Skärstad
060802 	Ölmstad
060901 	Svarttorp
060902 	Järsnäs
060903 	Lekeryd
061000 	Hakarp
061101 	Rogberga
061102 	Barnarp
061103 	Ödestugu
061104 	Öggestorp
061201 	Forserum
061202 	Barkeryd
061300 	Månsarp
061301 	Månsarp
061400 	Bankeryd
061401 	Bankeryd
061501 	Bottnaryd
061502 	Mulseryd
061503 	Angerdshestra
061601 	Norra unnaryd
061602 	Stengårdshult
061603 	Valdshult
061604 	Öreryd
061605 	Norra hestra
061701 	Källeryd
061702 	Åsenhöga
061703 	Kävsjö
061704 	Kulltorp, del
061705 	Gnosjö
061900 	Villstad
061901 	Villstad
062001 	Burseryd
062002 	Sandvik
062003 	Gryteryd
062004 	Södra hestra
062101 	Långaryd
062102 	Färgaryd
062103 	Femsjö
062201 	Södra unnaryd
062202 	Jälluntofta
062203 	Bolmsö
062204 	Ås
062301 	Ås
062302 	Kållerstad
062303 	Reftele
062401 	Bredaryd
062402 	Kulltorp, del
062501 	Kärda
062502 	Hånger
062503 	Forsheda
062504 	Torskinge
062505 	Dannäs
062506 	Tannåker
062601 	Tånnö
062602 	Voxtorp
062603 	Gällaryd
062700 	Rydaholm
062701 	Rydaholm
062801 	Fryele
062802 	Hagshult
062803 	Åker
062804 	Tofteryd
063001 	Svenarum
063002 	Nydala
063003 	Vrigstad
063004 	Hylletofta
063101 	Malmbäck
063102 	Almesåkra
063201 	Bringetofta
063202 	Norra sandsjö kbfd
063301 	Hjälmseryd
063302 	Stockaryd
063303 	Hultsjö
063401 	Skepperstad
063402 	Fröderyd
063403 	Bäckaby
063404 	Ramkvilla
063501 	Södra solberga
063502 	Korsberga
063503 	Lemnhult
063601 	Näshult
063602 	Stenberga
063603 	Skirö
063604 	Nye
063701 	Alseda
063702 	Ökna
063703 	Karlstorp
063704 	Skede
063801 	Vetlanda
063802 	Bäckseda
063803 	Näsby
063901 	Björkö
063902 	Nävelsjö
064001 	Lannaskede
064002 	Myresjö
0642 	Mullsjö
064201 	Utvängstorp
064202 	Sandhem
064203 	Nykyrka
064204 	Bjurbäck
0643 	Habo
064301 	Habo
064302 	Gustav adolf
064303 	Brandstorp
066001 	Hässleby
066002 	Kråkshult
066100 	Norrahammar
066101 	Norrahammar
066201 	Gislaved
066202 	Våthult
066203 	Bosebo
066204 	Anderstorp
066205 	Stengårdshult
066206 	Valdshult
066207 	Öreryd
066208 	Norra hestra
066209 	Villstad
066210 	Burseryd
066211 	Sandvik
066212 	Gryteryd
066213 	Södra hestra
066214 	Ås
066215 	Kållerstad
066216 	Reftele
066300 	Tofteryd
066301 	Tofteryd
066400 	Bodafors kbfd
066401 	Bodafors kbfd
066501 	Byarum
066502 	Bondstorp
066503 	Tofteryd
066504 	Hagshult
066505 	Åker
066506 	Svenarum
066600 	Anderstorp
066601 	Anderstorp
068001 	Sofia
068002 	Kristina
068003 	Ljungarum
068004 	Järstorp
068005 	Huskvarna
068006 	Hakarp
068007 	Gränna
068008 	Norrahammar
068009 	Visingsö
068010 	Skärstad
068011 	Ölmstad
068012 	Svarttorp
068013 	Järsnäs
068014 	Lekeryd
068015 	Rogberga
068016 	Barnarp
068017 	Ödestugu
068018 	Öggestorp
068019 	Månsarp
068020 	Bankeryd
068021 	Bottnaryd
068022 	Mulseryd
068023 	Angerdshestra
068024 	Norra unnaryd
068100 	Huskvarna
068101 	Huskvarna
068102 	Hakarp
068200 	Nässjö
068201 	Nässjö
068202 	Bodafors kbfd
068203 	Norra sandsjö kbfd
068204 	Bringetofta
068205 	Norra solberga
068206 	Flisby
068207 	Forserum
068208 	Barkeryd
068209 	Malmbäck
068210 	Almesåkra
068300 	Värnamo
068301 	Värnamo
068302 	Bredaryd
068303 	Kulltorp, del
068304 	Kärda
068305 	Hånger
068306 	Forsheda
068307 	Torskinge
068308 	Dannäs
068309 	Tånnö
068310 	Voxtorp
068311 	Gällaryd
068312 	Rydaholm
068313 	Fryele
068314 	Nydala
068401 	Sävsjö
068402 	Hjärtlanda
068403 	Vrigstad
068404 	Hylletofta
068405 	Skepperstad
068406 	Hjälmseryd
068407 	Stockaryd
068408 	Hultsjö
068500 	Vetlanda
068501 	Vetlanda
068503 	Bäckseda
068504 	Näsby
068505 	Fröderyd
068506 	Bäckaby
068507 	Ramkvilla
068508 	Södra solberga
068509 	Korsberga
068510 	Lemnhult
068511 	Näshult
068512 	Stenberga
068513 	Skirö
068514 	Nye
068515 	Alseda
068516 	Ökna
068517 	Karlstorp
068518 	Skede
068519 	Björkö
068520 	Nävelsjö
068521 	Lannaskede
068522 	Myresjö
068600 	Eksjö
068601 	Eksjö
068602 	Hässleby
068603 	Kråkshult
068604 	Bellö
068605 	Ingatorp
068606 	Hult
068607 	Edshult
068608 	Mellby
068609 	Höreda
068700 	Säby
068701 	Säby
068702 	Adelöv
068703 	Linderås
068800 	Gränna
068801 	Gränna
068802 	Gränna
070100 	Åseda
070200 	Nottebäck
070201 	Nottebäck
070301 	Sjösås
070302 	Hornaryd
070303 	Drev
070304 	Dädesjö
070500 	Älghult
070501 	Älghult
070600 	Hälleberga
070601 	Hälleberga
070700 	Ekeberga
070701 	Ekeberga
070800 	Algutsboda
070801 	Algutsboda
070901 	Långasjö
070902 	Älmeboda
071000 	Ljuder
071001 	Ljuder
071101 	Hemmesjö med tegnaby
071102 	Östra torsås
071201 	Nöbbele
071202 	Linneryd
071300 	Södra sandsjö
071301 	Södra sandsjö
071401 	Väckelsång
071402 	Uråsa
071403 	Jät
071500 	Urshult
071501 	Urshult
071701 	Kalvsvik
071702 	Tävelsås
071703 	Dänningelanda
